generation,max,mean,std,min
333,-19.796883653545088,-26.97891398909119,3.0390076016461514,-33.83036231995224
334,-20.751356084268014,-26.09327684008841,3.080424662296469,-34.487952593135745
335,-22.108812146834403,-27.602395246627754,2.2768946698485277,-32.13736094130402
336,-20.722826438851957,-27.214069456597986,3.5057807969203227,-36.038444982887725
337,-22.85802182657418,-28.310834535875824,2.7713377607835814,-35.31423681571037
338,-22.75810677799494,-27.11009493550506,2.2914662789075178,-30.964603735974187
339,-22.10439795552528,-27.14847304177869,2.5632368208897782,-32.84191512475346
340,-19.983089908018506,-27.21207559727582,2.6136303979036484,-31.77345892017893
341,-20.923486387418343,-27.128612946517542,2.793023802899078,-31.998098335036325
342,-18.395506350904235,-27.83332739789848,3.576080034506846,-34.54398538838597
343,-20.64754104772494,-27.097861931947843,3.1123829316607536,-32.889907726982216
344,-21.332775324092808,-27.943177376013193,2.772353001183652,-33.472518649314694
345,-20.875740799082624,-27.100999608161704,3.0603630054391995,-32.247146768166594
346,-21.286852225517126,-26.9287216235359,2.5605095423239432,-32.675673313302525
347,-19.214719243974166,-27.405945507493428,3.160374669925073,-33.06600002570875
348,-21.91579544939676,-27.64255420040808,2.6902802035102664,-32.19229504689243
349,-21.077628329274518,-28.306201180358297,2.937796829590974,-34.25298725645016
350,-21.802154609404038,-27.180141528056414,3.0414942609400066,-35.86765868694969
351,-22.908097530625675,-27.926251778658617,2.3555912366662723,-32.17648466085385
352,-19.86458523742082,-27.50017539187061,3.0966698032621114,-33.85426831651478
353,-21.509666082795015,-28.21514339718105,2.949763595608271,-34.45524527071198
354,-22.379569483489682,-27.682011750018237,2.558615646677468,-32.02119525972377
355,-24.238112859677706,-27.43439197557134,2.044376984932209,-32.08669377923423
356,-20.70155045809023,-26.745649111358567,2.9154174232099552,-32.89400641116167
357,-21.19113897815508,-26.85401428690703,2.861080616948357,-31.025649803339718
358,-20.571529741983465,-27.21450971123149,3.356413988226145,-32.862663571929566
359,-21.614678448391164,-26.902144643827643,2.4421601104404793,-32.57497043214958
360,-22.881090213637467,-27.545297960871135,2.356293941071791,-31.94428180631781
361,-20.153787952279952,-27.875424251651506,3.544124288183814,-35.41028048352417
362,-23.149278578462514,-28.29000546445072,2.5010702513371807,-33.31481663072484
363,-20.216416542569313,-26.61235158212746,2.8349029743216145,-31.56363282178615
364,-20.87206064742711,-27.743814968785458,2.9471138622783135,-33.48288342206014
365,-20.324317441076094,-27.59626080156004,2.862237666351546,-33.54211024141813
366,-24.90725170855188,-27.014944130917875,1.8743118636907672,-32.97810438195713
367,-20.050467231510947,-27.69601978274527,2.4180925302278324,-31.756739018489714
368,-18.924588823913638,-26.743412738146212,2.9271039627262483,-30.77229747799995
369,-21.067167067410235,-27.587455399115917,2.567842915061644,-32.686914418565095
